3.500000000000000000e+01,4.800000000000000000e+01,1.860000000000000000e+02,5.200000000000000000e+01,4.300000000000000000e+01,4.100000000000000000e+01,4.800000000000000000e+01,3.500000000000000000e+01,7.500000000000000000e+02,6.629254000000000000e+07
4.100000000000000000e+01,4.900000000000000000e+01,2.200000000000000000e+02,5.700000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+01,4.500000000000000000e+01,3.600000000000000000e+01,7.700000000000000000e+02,9.799299100000000000e+07
4.700000000000000000e+01,4.800000000000000000e+01,2.150000000000000000e+02,6.100000000000000000e+01,4.100000000000000000e+01,4.200000000000000000e+01,4.900000000000000000e+01,3.800000000000000000e+01,7.800000000000000000e+02,1.142757250000000000e+08
4.900000000000000000e+01,4.900000000000000000e+01,2.190000000000000000e+02,6.100000000000000000e+01,4.200000000000000000e+01,3.400000000000000000e+01,4.100000000000000000e+01,3.500000000000000000e+01,7.900000000000000000e+02,1.299055440000000000e+08
5.200000000000000000e+01,5.200000000000000000e+01,2.280000000000000000e+02,6.300000000000000000e+01,4.200000000000000000e+01,3.300000000000000000e+01,4.300000000000000000e+01,3.400000000000000000e+01,8.000000000000000000e+02,1.448928190000000000e+08
5.300000000000000000e+01,5.900000000000000000e+01,2.510000000000000000e+02,7.000000000000000000e+01,4.100000000000000000e+01,3.100000000000000000e+01,4.100000000000000000e+01,3.400000000000000000e+01,8.200000000000000000e+02,1.769863040000000000e+08
4.800000000000000000e+01,6.000000000000000000e+01,2.110000000000000000e+02,6.400000000000000000e+01,3.900000000000000000e+01,3.000000000000000000e+01,4.200000000000000000e+01,3.600000000000000000e+01,8.300000000000000000e+02,1.936410100000000000e+08
4.200000000000000000e+01,7.000000000000000000e+01,2.780000000000000000e+02,6.600000000000000000e+01,3.700000000000000000e+01,2.400000000000000000e+01,3.600000000000000000e+01,3.300000000000000000e+01,8.400000000000000000e+02,2.088697620000000000e+08
3.800000000000000000e+01,7.200000000000000000e+01,2.800000000000000000e+02,6.800000000000000000e+01,3.900000000000000000e+01,3.100000000000000000e+01,3.700000000000000000e+01,3.200000000000000000e+01,8.500000000000000000e+02,2.253447080000000000e+08
2.800000000000000000e+01,6.900000000000000000e+01,2.750000000000000000e+02,6.600000000000000000e+01,3.700000000000000000e+01,3.400000000000000000e+01,4.000000000000000000e+01,3.200000000000000000e+01,8.700000000000000000e+02,2.587451330000000000e+08
2.600000000000000000e+01,6.700000000000000000e+01,3.080000000000000000e+02,6.400000000000000000e+01,3.800000000000000000e+01,3.600000000000000000e+01,4.200000000000000000e+01,3.100000000000000000e+01,8.800000000000000000e+02,2.755367990000000000e+08
2.700000000000000000e+01,6.700000000000000000e+01,3.210000000000000000e+02,6.700000000000000000e+01,3.900000000000000000e+01,3.600000000000000000e+01,4.100000000000000000e+01,4.500000000000000000e+01,8.900000000000000000e+02,2.912106510000000000e+08
2.800000000000000000e+01,6.500000000000000000e+01,2.980000000000000000e+02,7.500000000000000000e+01,4.000000000000000000e+01,4.400000000000000000e+01,4.200000000000000000e+01,4.600000000000000000e+01,9.000000000000000000e+02,3.068270950000000000e+08
3.100000000000000000e+01,7.100000000000000000e+01,3.370000000000000000e+02,8.300000000000000000e+01,3.900000000000000000e+01,4.900000000000000000e+01,4.500000000000000000e+01,4.700000000000000000e+01,9.200000000000000000e+02,3.393814810000000000e+08
3.400000000000000000e+01,7.500000000000000000e+01,3.470000000000000000e+02,8.600000000000000000e+01,4.000000000000000000e+01,5.100000000000000000e+01,4.000000000000000000e+01,4.700000000000000000e+01,9.300000000000000000e+02,3.550166910000000000e+08
3.400000000000000000e+01,7.000000000000000000e+01,3.100000000000000000e+02,8.300000000000000000e+01,4.000000000000000000e+01,5.400000000000000000e+01,4.500000000000000000e+01,6.200000000000000000e+01,9.400000000000000000e+02,3.710636080000000000e+08
