2.000000000000000000e+00,0.000000000000000000e+00,-2.500000000000000000e+01,-3.000000000000000000e+00,1.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,7.200000000000000000e+02,1.651225200000000000e+07
1.000000000000000000e+00,1.200000000000000000e+01,2.700000000000000000e+01,3.000000000000000000e+00,-5.000000000000000000e+00,-3.000000000000000000e+00,-4.000000000000000000e+00,-6.000000000000000000e+00,7.200000000000000000e+02,1.652921400000000000e+07
-2.000000000000000000e+00,-3.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.600000000000000000e+01,3.000000000000000000e+00,-8.000000000000000000e+00,7.200000000000000000e+02,1.653883200000000000e+07
2.000000000000000000e+00,5.000000000000000000e+00,2.300000000000000000e+01,-4.000000000000000000e+00,-2.000000000000000000e+00,-1.100000000000000000e+01,-6.000000000000000000e+00,9.000000000000000000e+00,7.200000000000000000e+02,1.654741900000000000e+07
-2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-5.000000000000000000e+00,-6.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,-2.000000000000000000e+00,7.200000000000000000e+02,1.655650600000000000e+07
3.000000000000000000e+00,0.000000000000000000e+00,-7.000000000000000000e+00,3.000000000000000000e+00,-1.000000000000000000e+00,-5.000000000000000000e+00,1.000000000000000000e+00,-3.000000000000000000e+00,7.200000000000000000e+02,1.656535300000000000e+07
-2.000000000000000000e+00,-5.000000000000000000e+00,1.300000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,7.300000000000000000e+02,3.223199600000000000e+07
0.000000000000000000e+00,1.200000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,7.300000000000000000e+02,3.225047100000000000e+07
3.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,-1.000000000000000000e+00,7.300000000000000000e+02,3.226404600000000000e+07
-2.000000000000000000e+00,-1.000000000000000000e+00,-9.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,7.300000000000000000e+02,3.227742200000000000e+07
3.000000000000000000e+00,-5.000000000000000000e+00,-8.000000000000000000e+00,-5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,7.400000000000000000e+02,4.763258700000000000e+07
